urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
666;[40.6362453, -8.6543716];Região de Saúde do Centro;1209;Centro Hospitalar do Baixo Vouga, EPE;2015-04;3250;2041
955;[40.516364, -8.0827433];Região de Saúde do Centro;2192;Centro Hospitalar Tondela-Viseu, EPE;2015-04;7135;4943
766;[39.4054629, -9.1258493];Região de Saúde LVT;733;Centro Hospitalar do Oeste, EPE;2015-04;1827;1094
732;[38.821455, -9.176296];Região de Saúde LVT;1305;Hospital de Loures, PPP;2015-04;4230;2925
407;[38.977235, -8.984506];Região de Saúde LVT;959;Hospital de Vila Franca de Xira, PPP;2015-04;3166;2207
88;[38.7396768, -9.1634516];Região de Saúde LVT;1524;Instituto Português Oncologia de Lisboa, EPE;2015-04;2419;895
1818;[41.1831056, -8.6010558];Região de Saúde Norte;5989;Centro Hospitalar Universitário de São João, EPE;2015-04;13544;7555
980;[41.56785, -8.398982];Região de Saúde Norte;3083;Hospital de Braga, PPP;2015-04;8157;5074
552;[41.1794456, -8.6745115];Região de Saúde Norte;1668;Unidade Local de Saúde de Matosinhos, EPE;2015-04;4756;3088
726;[41.7056054, -8.8252713];Região de Saúde Norte;1505;Unidade Local de Saúde do Alto Minho, EPE;2015-04;3771;2266
454;[38.014123, -7.8721227];Região de Saúde do Alentejo;815;Unidade Local de Saúde do Baixo Alentejo, EPE;2015-05;1729;914
315;[38.0162314, -8.6956768];Região de Saúde do Alentejo;569;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-05;1043;474
345;[39.3003425, -7.4263845];Região de Saúde do Alentejo;932;Unidade Local de Saúde do Norte Alentejano, EPE;2015-05;2553;1621
1111;[39.7414812, -8.7982706];Região de Saúde do Centro;1943;Centro Hospitalar de Leiria, EPE;2015-05;5038;3095
868;[40.6362453, -8.6543716];Região de Saúde do Centro;1493;Centro Hospitalar do Baixo Vouga, EPE;2015-05;3991;2498
949;[39.4054629, -9.1258493];Região de Saúde LVT;873;Centro Hospitalar do Oeste, EPE;2015-05;2242;1369
1137;[41.2494561, -8.264901];Região de Saúde Norte;3322;Centro Hospitalar Tâmega e Sousa, EPE;2015-05;8369;5047
1080;[41.1094138, -8.5972617];Região de Saúde Norte;3182;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2015-05;8883;5701
568;[38.014123, -7.8721227];Região de Saúde do Alentejo;953;Unidade Local de Saúde do Baixo Alentejo, EPE;2015-06;2066;1113
1578;[40.516364, -8.0827433];Região de Saúde do Centro;3358;Centro Hospitalar Tondela-Viseu, EPE;2015-06;10616;7258
3835;[38.7166948, -9.1371248];Região de Saúde LVT;7095;Centro Hospitalar Universitário Lisboa Central, EPE;2015-06;15735;8640
2417;[38.7422257, -9.2264834];Região de Saúde LVT;2573;Hospital Professor Doutor Fernando Fonseca, EPE;2015-06;4884;2311
1079;[38.6658713, -9.1822554];Região de Saúde LVT;2342;Hospital Garcia de Orta, EPE;2015-06;6084;3742
762;[41.3423984, -8.4802503];Região de Saúde Norte;1445;Centro Hospitalar do Médio Ave, EPE;2015-06;3557;2112
617;[41.3828711, -8.7589945];Região de Saúde Norte;1410;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2015-06;2366;956
1421;[41.56785, -8.398982];Região de Saúde Norte;4522;Hospital de Braga, PPP;2015-06;12168;7646
250;[41.1785642, -8.6062881];Região de Saúde Norte;2923;Instituto Português Oncologia do Porto, EPE;2015-06;6353;3430
1118;[41.7056054, -8.8252713];Região de Saúde Norte;2231;Unidade Local de Saúde do Alto Minho, EPE;2015-06;5575;3344
476;[38.0162314, -8.6956768];Região de Saúde do Alentejo;797;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-07;1369;572
1333;[38.821455, -9.176296];Região de Saúde LVT;2310;Hospital de Loures, PPP;2015-07;7376;5066
2857;[38.7422257, -9.2264834];Região de Saúde LVT;3191;Hospital Professor Doutor Fernando Fonseca, EPE;2015-07;6099;2908
179;[38.7396768, -9.1634516];Região de Saúde LVT;2724;Instituto Português Oncologia de Lisboa, EPE;2015-07;4375;1651
1171;[41.4387173, -8.3086907];Região de Saúde Norte;3348;Hospital da Senhora da Oliveira, Guimarães, EPE;2015-07;7008;3660
1654;[41.56785, -8.398982];Região de Saúde Norte;5333;Hospital de Braga, PPP;2015-07;14343;9010
298;[41.1785642, -8.6062881];Região de Saúde Norte;3454;Instituto Português Oncologia do Porto, EPE;2015-07;7332;3878
1307;[41.7056054, -8.8252713];Região de Saúde Norte;2553;Unidade Local de Saúde do Alto Minho, EPE;2015-07;6561;4008
657;[40.5309916, -7.2734793];Região de Saúde do Centro;1467;Unidade Local de Saúde da Guarda, EPE;2015-08;4243;2776
762;[39.8212263, -7.4981271];Região de Saúde do Centro;1655;Unidade Local de Saúde de Castelo Branco, EPE;2015-08;3703;2048
1606;[38.729006, -9.418267];Região de Saúde LVT;1101;Hospital de Cascais, PPP;2015-08;4141;3040
3742;[41.1831056, -8.6010558];Região de Saúde Norte;11294;Centro Hospitalar Universitário de São João, EPE;2015-08;24917;13623
848;[38.014123, -7.8721227];Região de Saúde do Alentejo;1381;Unidade Local de Saúde do Baixo Alentejo, EPE;2015-09;3092;1711
1999;[39.7414812, -8.7982706];Região de Saúde do Centro;3546;Centro Hospitalar de Leiria, EPE;2015-09;9005;5459
603;[40.117897, -8.8586755];Região de Saúde do Centro;1735;Hospital Distrital da Figueira da Foz, EPE;2015-09;4320;2585
741;[40.5309916, -7.2734793];Região de Saúde do Centro;1633;Unidade Local de Saúde da Guarda, EPE;2015-09;4708;3075
1278;[38.5283754, -8.8818638];Região de Saúde LVT;2260;Centro Hospitalar de Setúbal, EPE;2015-09;6892;4632
1141;[41.3423984, -8.4802503];Região de Saúde Norte;1986;Centro Hospitalar do Médio Ave, EPE;2015-09;4986;3000
1692;[41.7056054, -8.8252713];Região de Saúde Norte;3022;Unidade Local de Saúde do Alto Minho, EPE;2015-09;7768;4746
1795;[40.6362453, -8.6543716];Região de Saúde do Centro;2708;Centro Hospitalar do Baixo Vouga, EPE;2015-10;7965;5257
6014;[40.2191523, -8.4098211];Região de Saúde do Centro;14211;Centro Hospitalar e Universitário de Coimbra, EPE;2015-10;30244;16033
3793;[38.708454, -9.216985];Região de Saúde LVT;6166;Centro Hospitalar de Lisboa Ocidental, EPE;2015-10;12667;6501
1409;[38.5283754, -8.8818638];Região de Saúde LVT;2568;Centro Hospitalar de Setúbal, EPE;2015-10;7776;5208
1377;[39.2410946, -8.6937515];Região de Saúde LVT;1376;Hospital Distrital de Santarém, EPE;2015-10;4099;2723
241;[38.7396768, -9.1634516];Região de Saúde LVT;3954;Instituto Português Oncologia de Lisboa, EPE;2015-10;6223;2269
4649;[41.1831056, -8.6010558];Região de Saúde Norte;14577;Centro Hospitalar Universitário de São João, EPE;2015-10;32051;17474
1264;[41.3423984, -8.4802503];Região de Saúde Norte;2223;Centro Hospitalar do Médio Ave, EPE;2015-10;5543;3320
1632;[41.4387173, -8.3086907];Região de Saúde Norte;4553;Hospital da Senhora da Oliveira, Guimarães, EPE;2015-10;9639;5086
751;[38.0162314, -8.6956768];Região de Saúde do Alentejo;1257;Unidade Local de Saúde do Litoral Alentejano, EPE;2015-11;2412;1155
3913;[37.0238973, -7.9281554];Região de Saúde do Algarve;4317;Centro Hospitalar Universitário do Algarve,EPE;2015-11;8907;4590
2456;[39.7414812, -8.7982706];Região de Saúde do Centro;4395;Centro Hospitalar de Leiria, EPE;2015-11;11181;6786
760;[38.6554005, -9.0592392];Região de Saúde LVT;2423;Centro Hospitalar Barreiro/Montijo, EPE;2015-11;5210;2787
1525;[38.5283754, -8.8818638];Região de Saúde LVT;2894;Centro Hospitalar de Setúbal, EPE;2015-11;8672;5778
4772;[41.1472498, -8.6172617];Região de Saúde Norte;10846;Centro Hospitalar Universitário do Porto, EPE;2015-11;27105;16259
1569;[41.1794456, -8.6745115];Região de Saúde Norte;4521;Unidade Local de Saúde de Matosinhos, EPE;2015-11;13345;8824
810;[40.117897, -8.8586755];Região de Saúde do Centro;2461;Hospital Distrital da Figueira da Foz, EPE;2015-12;6001;3540
4519;[38.708454, -9.216985];Região de Saúde LVT;7335;Centro Hospitalar de Lisboa Ocidental, EPE;2015-12;15009;7674
1642;[38.5283754, -8.8818638];Região de Saúde LVT;3150;Centro Hospitalar de Setúbal, EPE;2015-12;9459;6309
1213;[38.977235, -8.984506];Região de Saúde LVT;2971;Hospital de Vila Franca de Xira, PPP;2015-12;9620;6649
512;[41.1785642, -8.6062881];Região de Saúde Norte;5777;Instituto Português Oncologia do Porto, EPE;2015-12;12509;6732
135;[38.5684861, -7.9032848];Região de Saúde do Alentejo;365;Hospital Espírito Santo de Évora, EPE;2016-01;1016;651
78;[38.0162314, -8.6956768];Região de Saúde do Alentejo;118;Unidade Local de Saúde do Litoral Alentejano, EPE;2016-01;346;228
66;[40.2804158, -7.4922407];Região de Saúde do Centro;268;Centro Hospitalar Universitário Cova da Beira, EPE;2016-01;552;284
610;[38.7166948, -9.1371248];Região de Saúde LVT;1062;Centro Hospitalar Universitário Lisboa Central, EPE;2016-01;2283;1221
263;[38.708454, -9.216985];Região de Saúde LVT;614;Centro Hospitalar de Lisboa Ocidental, EPE;2016-01;1219;605
145;[38.6658713, -9.1822554];Região de Saúde LVT;225;Hospital Garcia de Orta, EPE;2016-01;945;720
484;[41.1831056, -8.6010558];Região de Saúde Norte;1394;Centro Hospitalar Universitário de São João, EPE;2016-01;3141;1747
226;[41.1094138, -8.5972617];Região de Saúde Norte;676;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2016-01;1821;1145
566;[37.0238973, -7.9281554];Região de Saúde do Algarve;650;Centro Hospitalar Universitário do Algarve,EPE;2016-02;1488;838
481;[38.708454, -9.216985];Região de Saúde LVT;1244;Centro Hospitalar de Lisboa Ocidental, EPE;2016-02;2541;1297
257;[39.478072, -8.5404429];Região de Saúde LVT;494;Centro Hospitalar Médio Tejo, EPE;2016-02;1316;822
175;[38.977235, -8.984506];Região de Saúde LVT;473;Hospital de Vila Franca de Xira, PPP;2016-02;1523;1050
455;[41.1094138, -8.5972617];Região de Saúde Norte;1421;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2016-02;3733;2312
344;[41.4387173, -8.3086907];Região de Saúde Norte;899;Hospital da Senhora da Oliveira, Guimarães, EPE;2016-02;1895;996
380;[41.7056054, -8.8252713];Região de Saúde Norte;733;Unidade Local de Saúde do Alto Minho, EPE;2016-02;1787;1054
382;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1145;Hospital Espírito Santo de Évora, EPE;2016-03;3169;2024
209;[38.0162314, -8.6956768];Região de Saúde do Alentejo;337;Unidade Local de Saúde do Litoral Alentejano, EPE;2016-03;1167;830
213;[40.2804158, -7.4922407];Região de Saúde do Centro;836;Centro Hospitalar Universitário Cova da Beira, EPE;2016-03;1820;984
248;[40.5309916, -7.2734793];Região de Saúde do Centro;650;Unidade Local de Saúde da Guarda, EPE;2016-03;1896;1246
741;[38.708454, -9.216985];Região de Saúde LVT;1885;Centro Hospitalar de Lisboa Ocidental, EPE;2016-03;3918;2033
553;[39.4054629, -9.1258493];Região de Saúde LVT;395;Centro Hospitalar do Oeste, EPE;2016-03;1178;783
288;[38.977235, -8.984506];Região de Saúde LVT;751;Hospital de Vila Franca de Xira, PPP;2016-03;2308;1557
79;[38.7396768, -9.1634516];Região de Saúde LVT;1156;Instituto Português Oncologia de Lisboa, EPE;2016-03;1938;782
643;[40.9293884, -8.5458794];Região de Saúde Norte;1679;Centro Hospitalar Entre Douro e Vouga, EPE;2016-03;3730;2051
659;[41.56785, -8.398982];Região de Saúde Norte;2219;Hospital de Braga, PPP;2016-03;6117;3898
453;[41.1794456, -8.6745115];Região de Saúde Norte;1172;Unidade Local de Saúde de Matosinhos, EPE;2016-03;3344;2172
565;[41.7056054, -8.8252713];Região de Saúde Norte;1118;Unidade Local de Saúde do Alto Minho, EPE;2016-03;2762;1644
431;[41.8056532, -6.7888197];Região de Saúde Norte;442;Unidade Local de Saúde do Nordeste, EPE;2016-03;1148;706
254;[38.0162314, -8.6956768];Região de Saúde do Alentejo;424;Unidade Local de Saúde do Litoral Alentejano, EPE;2016-04;1519;1095
690;[40.6362453, -8.6543716];Região de Saúde do Centro;1118;Centro Hospitalar do Baixo Vouga, EPE;2016-04;3129;2011
2145;[40.2191523, -8.4098211];Região de Saúde do Centro;5734;Centro Hospitalar e Universitário de Coimbra, EPE;2016-04;12816;7082
560;[38.5283754, -8.8818638];Região de Saúde LVT;1036;Centro Hospitalar de Setúbal, EPE;2016-04;3258;2222
515;[38.014123, -7.8721227];Região de Saúde do Alentejo;737;Unidade Local de Saúde do Baixo Alentejo, EPE;2016-05;1829;1092
1494;[37.0238973, -7.9281554];Região de Saúde do Algarve;1597;Centro Hospitalar Universitário do Algarve,EPE;2016-05;3721;2124
936;[39.4054629, -9.1258493];Região de Saúde LVT;712;Centro Hospitalar do Oeste, EPE;2016-05;1991;1279
675;[39.478072, -8.5404429];Região de Saúde LVT;1311;Centro Hospitalar Médio Tejo, EPE;2016-05;3518;2207
582;[41.3423984, -8.4802503];Região de Saúde Norte;1088;Centro Hospitalar do Médio Ave, EPE;2016-05;2578;1490
1151;[41.1094138, -8.5972617];Região de Saúde Norte;3675;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2016-05;9512;5837
1114;[41.56785, -8.398982];Região de Saúde Norte;3807;Hospital de Braga, PPP;2016-05;10209;6402
721;[41.1794456, -8.6745115];Região de Saúde Norte;1976;Unidade Local de Saúde de Matosinhos, EPE;2016-05;5851;3875
436;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1073;Unidade Local de Saúde do Norte Alentejano, EPE;2016-06;3173;2100
425;[40.2804158, -7.4922407];Região de Saúde do Centro;1619;Centro Hospitalar Universitário Cova da Beira, EPE;2016-06;3767;2148
1343;[39.7414812, -8.7982706];Região de Saúde do Centro;2537;Centro Hospitalar de Leiria, EPE;2016-06;6321;3784
1058;[40.6362453, -8.6543716];Região de Saúde do Centro;1682;Centro Hospitalar do Baixo Vouga, EPE;2016-06;4634;2952
494;[39.8212263, -7.4981271];Região de Saúde do Centro;1417;Unidade Local de Saúde de Castelo Branco, EPE;2016-06;3319;1902
380;[38.6554005, -9.0592392];Região de Saúde LVT;1488;Centro Hospitalar Barreiro/Montijo, EPE;2016-06;3280;1792
2843;[38.7500861, -9.1616116];Região de Saúde LVT;8623;Centro Hospitalar Universitário de Lisboa Norte, EPE;2016-06;16993;8370
808;[39.478072, -8.5404429];Região de Saúde LVT;1594;Centro Hospitalar Médio Tejo, EPE;2016-06;4239;2645
1281;[38.729006, -9.418267];Região de Saúde LVT;842;Hospital de Cascais, PPP;2016-06;3813;2971
853;[38.6658713, -9.1822554];Região de Saúde LVT;2276;Hospital Garcia de Orta, EPE;2016-06;6640;4364
705;[41.3423984, -8.4802503];Região de Saúde Norte;1268;Centro Hospitalar do Médio Ave, EPE;2016-06;3103;1835
281;[41.1785642, -8.6062881];Região de Saúde Norte;2945;Instituto Português Oncologia do Porto, EPE;2016-06;6542;3597
1126;[41.7056054, -8.8252713];Região de Saúde Norte;2283;Unidade Local de Saúde do Alto Minho, EPE;2016-06;5818;3535
707;[38.014123, -7.8721227];Região de Saúde do Alentejo;993;Unidade Local de Saúde do Baixo Alentejo, EPE;2016-07;2573;1580
1584;[39.7414812, -8.7982706];Região de Saúde do Centro;2873;Centro Hospitalar de Leiria, EPE;2016-07;7309;4436
550;[40.5309916, -7.2734793];Região de Saúde do Centro;1458;Unidade Local de Saúde da Guarda, EPE;2016-07;4450;2992
595;[39.8212263, -7.4981271];Região de Saúde do Centro;1611;Unidade Local de Saúde de Castelo Branco, EPE;2016-07;3904;2293
436;[38.6554005, -9.0592392];Região de Saúde LVT;1646;Centro Hospitalar Barreiro/Montijo, EPE;2016-07;3772;2126
3008;[41.1472498, -8.6172617];Região de Saúde Norte;7058;Centro Hospitalar Universitário do Porto, EPE;2016-07;17922;10864
1716;[41.2494561, -8.264901];Região de Saúde Norte;4285;Centro Hospitalar Tâmega e Sousa, EPE;2016-07;12811;8526
69;[41.5324234, -8.6171561];Região de Saúde Norte;802;Hospital Santa Maria Maior, EPE;2016-07;2581;1779
1817;[39.7414812, -8.7982706];Região de Saúde do Centro;3235;Centro Hospitalar de Leiria, EPE;2016-08;8218;4983
2025;[40.516364, -8.0827433];Região de Saúde do Centro;4422;Centro Hospitalar Tondela-Viseu, EPE;2016-08;13099;8677
1997;[38.708454, -9.216985];Região de Saúde LVT;4742;Centro Hospitalar de Lisboa Ocidental, EPE;2016-08;9961;5219
1712;[38.729006, -9.418267];Região de Saúde LVT;1097;Hospital de Cascais, PPP;2016-08;4985;3888
3493;[41.1472498, -8.6172617];Região de Saúde Norte;7546;Centro Hospitalar Universitário do Porto, EPE;2016-08;19514;11968
1208;[41.1794456, -8.6745115];Região de Saúde Norte;3059;Unidade Local de Saúde de Matosinhos, EPE;2016-08;9570;6511
641;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1473;Unidade Local de Saúde do Norte Alentejano, EPE;2016-09;4212;2739
668;[40.2804158, -7.4922407];Região de Saúde do Centro;2209;Centro Hospitalar Universitário Cova da Beira, EPE;2016-09;5266;3057
5228;[40.2191523, -8.4098211];Região de Saúde do Centro;12112;Centro Hospitalar e Universitário de Coimbra, EPE;2016-09;26952;14840
702;[40.5309916, -7.2734793];Região de Saúde do Centro;1806;Unidade Local de Saúde da Guarda, EPE;2016-09;5535;3729
2251;[38.708454, -9.216985];Região de Saúde LVT;5335;Centro Hospitalar de Lisboa Ocidental, EPE;2016-09;11296;5961
1524;[41.4387173, -8.3086907];Região de Saúde Norte;3962;Hospital da Senhora da Oliveira, Guimarães, EPE;2016-09;8495;4533
1766;[41.7056054, -8.8252713];Região de Saúde Norte;3073;Unidade Local de Saúde do Alto Minho, EPE;2016-09;8125;5052
721;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1642;Unidade Local de Saúde do Norte Alentejano, EPE;2016-10;4703;3061
2253;[39.7414812, -8.7982706];Região de Saúde do Centro;4015;Centro Hospitalar de Leiria, EPE;2016-10;10212;6197
619;[38.6554005, -9.0592392];Região de Saúde LVT;2194;Centro Hospitalar Barreiro/Montijo, EPE;2016-10;4988;2794
2560;[38.708454, -9.216985];Região de Saúde LVT;5871;Centro Hospitalar de Lisboa Ocidental, EPE;2016-10;12605;6734
1303;[39.478072, -8.5404429];Região de Saúde LVT;2636;Centro Hospitalar Médio Tejo, EPE;2016-10;7277;4641
1020;[38.977235, -8.984506];Região de Saúde LVT;2456;Hospital de Vila Franca de Xira, PPP;2016-10;7791;5335
4065;[38.7422257, -9.2264834];Região de Saúde LVT;4161;Hospital Professor Doutor Fernando Fonseca, EPE;2016-10;11149;6988
2118;[40.9293884, -8.5458794];Região de Saúde Norte;5893;Centro Hospitalar Entre Douro e Vouga, EPE;2016-10;13568;7675
1689;[41.4387173, -8.3086907];Região de Saúde Norte;4420;Hospital da Senhora da Oliveira, Guimarães, EPE;2016-10;9537;5117
1969;[41.7056054, -8.8252713];Região de Saúde Norte;3479;Unidade Local de Saúde do Alto Minho, EPE;2016-10;9375;5896
785;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1838;Unidade Local de Saúde do Norte Alentejano, EPE;2016-11;5262;3424
2470;[39.7414812, -8.7982706];Região de Saúde do Centro;4388;Centro Hospitalar de Leiria, EPE;2016-11;11432;7044
6379;[40.2191523, -8.4098211];Região de Saúde do Centro;14972;Centro Hospitalar e Universitário de Coimbra, EPE;2016-11;33474;18502
2790;[38.708454, -9.216985];Região de Saúde LVT;6478;Centro Hospitalar de Lisboa Ocidental, EPE;2016-11;14063;7585
2127;[39.4054629, -9.1258493];Região de Saúde LVT;1692;Centro Hospitalar do Oeste, EPE;2016-11;4402;2710
1141;[38.977235, -8.984506];Região de Saúde LVT;2692;Hospital de Vila Franca de Xira, PPP;2016-11;8658;5966
1564;[39.2410946, -8.6937515];Região de Saúde LVT;1411;Hospital Distrital de Santarém, EPE;2016-11;4967;3556
5129;[41.1831056, -8.6010558];Região de Saúde Norte;15991;Centro Hospitalar Universitário de São João, EPE;2016-11;35508;19517
2015;[41.3031784, -7.7515252];Região de Saúde Norte;3240;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2016-11;10479;7239
